,result_id,Unnamed: 0.1,X,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,genre_names,date,year,genres,decade,label,romance,horror,scifi
193,193,6772,9,False,/6Gr7PeC4JGX7dlb5f0sjsdNwkCm.jpg,"[18, 14, 10749]",12159,en,What Dreams May Come,"Chris Neilson dies to find himself in a heaven more amazing than he could have ever dreamed of. There is one thing missing: his wife. After he dies, his wife, Annie killed herself and went to hell. Chris decides to risk eternity in hades for the small chance that he will be able to bring her back to heaven.",2.473008,/rNQH6Q8RPXD59aqGckST3CKQbCf.jpg,1998-10-02,What Dreams May Come,False,6.7,441,"[Drama, Fantasy, Romance]",1998-10-02,1998,"18, 14, 10749",1990,romance,1.0,0.0,0.0
194,194,6875,12,False,/i7LNbj1EgA8XiUvJ5o9qs5QkAW3.jpg,"[10749, 18, 9648]",1844,en,Entrapment,"Two thieves, who travel in elegant circles, try to outsmart each other and, in the process, end up falling in love.",2.469058,/6IKmjW52qeMXx8xXMdX6RRshmY0.jpg,1999-04-29,Entrapment,False,5.9,485,"[Romance, Drama, Mystery]",1999-04-29,1999,"10749, 18, 9648",1990,romance,1.0,0.0,0.0
195,195,6877,14,False,/a5FrfkLdI98DgOzI2QkZ2RfLWX0.jpg,"[18, 10749]",1443,en,The Virgin Suicides,"A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents.",2.456554,/uokfCMwTIyYaXfo3KoNSmzvjXn1.jpg,1999-04-21,The Virgin Suicides,False,7.0,615,"[Drama, Romance]",1999-04-21,1999,"18, 10749",1990,romance,1.0,0.0,0.0
196,196,6773,10,False,/734CjgMxoKZ0eTmE0R2WiMZQ5LL.jpg,"[12, 35, 37, 10749, 53]",9342,en,The Mask of Zorro,"It has been twenty years since Don Diego de la Vega fought Spanish oppression in Alta California as the legendary romantic hero, Zorro. Having escaped from prison he transforms troubled bandit Alejandro into his successor, in order to foil the plans of the tyrannical Don Rafael Montero who robbed him of his freedom, his wife and his precious daughter.",2.406524,/eh59q4ksXDQc97s52FUUQOkE8Th.jpg,1998-07-16,The Mask of Zorro,False,6.2,905,"[Adventure, Comedy, Western, Romance, Thriller]",1998-07-16,1998,"12, 35, 37, 10749, 53",1990,romance,1.0,0.0,0.0
197,197,6268,5,False,/f7EbIN1bMf8tOtoSmiqd6mO5p4P.jpg,"[28, 53, 80, 10749]",319,en,True Romance,"Clarence marries hooker Alabama, steals cocaine from her pimp, and tries to sell it in Hollywood, while the owners of the coke try to reclaim it.",2.349716,/xBO8R3CZfrJ9rrwrZoJ68PgJyAR.jpg,1993-09-09,True Romance,False,7.5,596,"[Action, Thriller, Crime, Romance]",1993-09-09,1993,"28, 53, 80, 10749",1990,romance,1.0,0.0,0.0
198,198,6168,5,False,/qWSw7lKNk9Kd98ETWd2fyOANu3Y.jpg,"[53, 28, 18, 10402, 10749]",619,en,The Bodyguard,"A former Secret Service agent grudgingly takes an assignment to protect a pop idol who's threatened by a crazed fan. At first, the safety-obsessed bodyguard and the self-indulgent diva totally clash. But before long, all that tension sparks fireworks of another sort, and the love-averse tough guy is torn between duty and romance.",2.348772,/cbUiIu4357JQ4FBCtRJovHNv1gi.jpg,1992-11-25,The Bodyguard,False,6.1,488,"[Thriller, Action, Drama, Music, Romance]",1992-11-25,1992,"53, 28, 18, 10402, 10749",1990,romance,1.0,0.0,0.0
199,199,6169,6,False,/fRkIu9XNb4Xi9k5ikAxGTiDrj1G.jpg,"[28, 12, 18, 36, 10749, 10752]",9361,en,The Last of the Mohicans,"As the English and French soldiers battle for control of the American colonies in the 18th century, the settlers and native Americans are forced to take sides. Cora and her sister Alice unwittingly walk into trouble but are reluctantly saved by Hawkeye, an orphaned settler adopted by the last of the Mohicans.",2.343139,/6FHoUoYrfmwXJsDIR0s8YvV1Ctj.jpg,1992-09-25,The Last of the Mohicans,False,7.0,566,"[Action, Adventure, Drama, History, Romance, War]",1992-09-25,1992,"28, 12, 18, 36, 10749, 10752",1990,romance,1.0,0.0,0.0
200,200,6269,6,False,/8lMeewfbgkNX8dBtqmyl4SvqIiP.jpg,"[35, 18, 10749]",858,en,Sleepless in Seattle,A young boy who tries to set his dad up on a date after the death of his mother. He calls into a radio station to talk about his dad’s loneliness which soon leads the dad into meeting a Journalist Annie who flies to Seattle to write a story about the boy and his dad. Yet Annie ends up with more than just a story in this popular romantic comedy.,2.316277,/afkYP15OeUOD0tFEmj6VvejuOcz.jpg,1993-06-24,Sleepless in Seattle,False,6.5,491,"[Comedy, Drama, Romance]",1993-06-24,1993,"35, 18, 10749",1990,romance,1.0,0.0,0.0
201,201,6880,17,False,/f2Vyj75EU1Cbdh0homXignBcdYG.jpg,"[35, 10749]",10314,en,She's All That,"High school hotshot Zach Siler is the envy of his peers. But his popularity declines sharply when his cheerleader girlfriend, Taylor, leaves him for sleazy reality-television star Brock Hudson. Desperate to revive his fading reputation, Siler agrees to a seemingly impossible challenge. He has six weeks to gain the trust of nerdy outcast Laney Boggs -- and help her to become the school's next prom queen.",2.31564,/2kWpjQ3O6DZywdIoPlvXCk3T91P.jpg,1999-01-29,She's All That,False,5.6,335,"[Comedy, Romance]",1999-01-29,1999,"35, 10749",1990,romance,1.0,0.0,0.0
202,202,6881,18,False,/usrP3BHrIfNRjW9PGeb1lXrY6rp.jpg,"[18, 10749]",15556,en,At First Sight,A blind man has an operation to regain his sight at the urging of his girlfriend and must deal with the changes to his life.,2.311588,/lAXD8EsnRIDsnBcf4ZFPH6BxXkX.jpg,1999-01-15,At First Sight,False,5.9,37,"[Drama, Romance]",1999-01-15,1999,"18, 10749",1990,romance,1.0,0.0,0.0
203,203,6777,14,False,,"[35, 10749]",210726,it,La seconda moglie,"In the early 1960's, a Sicilian single mother marries an older, crass widowed truck driver. When he is arrested trying to smuggle an antique, she ends up falling in love with her handsome stepson.",2.310906,/2eETqPLfLtf5tAI59RbQtpWjLir.jpg,1998-11-05,The Second Wife,False,0.0,0,"[Comedy, Romance]",1998-11-05,1998,"35, 10749",1990,romance,1.0,0.0,0.0
204,204,6882,19,False,/dDpzJLadh8QKCHuBh35heUJbVBc.jpg,"[35, 18, 10749]",1850,en,Man on the Moon,"A film about the life and career of the eccentric avant-garde comedian, Andy Kaufman.",2.288409,/i6jNmO6vynStAy23KUhOwetX6Bs.jpg,1999-12-22,Man on the Moon,False,6.9,340,"[Comedy, Drama, Romance]",1999-12-22,1999,"35, 18, 10749",1990,romance,1.0,0.0,0.0
205,205,6065,2,False,/5WcDtLGWvV7VMBpTah1Xrw5325A.jpg,"[12, 18, 28, 10749]",8367,en,Robin Hood: Prince of Thieves,"When the dastardly Sheriff of Nottingham murders Robin's father, the legendary archer vows vengeance. To accomplish his mission, Robin joins forces with a band of exiled villagers (and comely Maid Marian), and together they battle to end the evil sheriff's reign of terror.",2.263699,/SC1uy1zkxDFuEiZDIk5sq4eBbQ.jpg,1991-06-14,Robin Hood: Prince of Thieves,False,6.6,702,"[Adventure, Drama, Action, Romance]",1991-06-14,1991,"12, 18, 28, 10749",1990,romance,1.0,0.0,0.0
206,206,6471,8,False,/kcjy02lvDIvqQsce0NSnDAr4zve.jpg,"[35, 18, 10749]",9603,en,Clueless,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him.",2.241007,/i8gEHh2sszB6YWLC0jl559sxAeN.jpg,1995-07-19,Clueless,False,6.9,599,"[Comedy, Drama, Romance]",1995-07-19,1995,"35, 18, 10749",1990,romance,1.0,0.0,0.0
207,207,6369,6,False,/nL5wZvZjAi11kP9HSWYIdyiGhN8.jpg,"[18, 9648, 10749]",110,fr,Trois couleurs : Rouge,Red This is the third film from the trilogy by Kieślowski. “Red” meaning brotherliness. Here Kieślowski masterly tells strange coincidentally linked stories in the most packed work.,2.231632,/77CFEssoKesi4zvtADEpIrSKhA3.jpg,1994-05-27,Three Colors: Red,False,7.8,189,"[Drama, Mystery, Romance]",1994-05-27,1994,"18, 9648, 10749",1990,romance,1.0,0.0,0.0
208,208,6472,9,False,/2gJDuPxrZBns5ab47HQbyU2l6Im.jpg,"[18, 10749]",451,en,Leaving Las Vegas,"Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.",2.225879,/37qHRJxnSh5YkuaN9FgfNnMl3Tj.jpg,1995-10-27,Leaving Las Vegas,False,7.1,292,"[Drama, Romance]",1995-10-27,1995,"18, 10749",1990,romance,1.0,0.0,0.0
209,209,6681,18,False,/tWX6b2QkYVQgIG28HLOk9uKRLbk.jpg,"[28, 35, 10749]",14908,en,McHale's Navy,"Retired Lieutenant Commander Quinton McHale spends his days puttering around the Caribbean in the old PT-73 selling homebrew, ice cream, and swimsuit calendars. He's brought out of retirement when his old nemesis turned the second best terrorist in the world, Major Vladikov, takes over the island of San Moreno and starts building a nuclear launch silo on it. With help from his old crew and hindrances from Captain Wallace B. Binghampton, who sank a cruise liner a while back, McHale tries to put Vladikov out of business.",2.225844,/nPT7TBckS0YWugsgNmcFJoiYRpH.jpg,1997-04-18,McHale's Navy,False,4.6,20,"[Action, Comedy, Romance]",1997-04-18,1997,"28, 35, 10749",1990,romance,1.0,0.0,0.0
210,210,6474,11,False,/x2M8mp6wSU4iFPECacHJkQuuvYx.jpg,"[18, 10749]",76,en,Before Sunrise,"A dialogue marathon of a film, this fairytale love story of an American boy and French girl. During a day and a night together in Vienna their two hearts collide.",2.19912,/9NBjDNPHA6SkThIweOs8iCfsA8a.jpg,1995-01-27,Before Sunrise,False,7.6,745,"[Drama, Romance]",1995-01-27,1995,"18, 10749",1990,romance,1.0,0.0,0.0
211,211,6475,12,False,/yVyaYQ6SZYasB1hJiqr1CHgwr4R.jpg,"[18, 10749]",688,en,The Bridges of Madison County,"A melancholy romance about a farmers wife who meets a photographer who’s way of life that is completely foreign to her leading her to become attracted to him. She is confronted with the difficult decision to go on with the relationship thus leaving her family, or to stay and continue her ordinary life until her death. Meryl Streep was nominated for an Oscar for her excellent performance.",2.1957,/zBzIFqhYzaKJ6sg8p7svRUFwtD6.jpg,1995-05-28,The Bridges of Madison County,False,7.2,279,"[Drama, Romance]",1995-05-28,1995,"18, 10749",1990,romance,1.0,0.0,0.0
212,212,6779,16,False,/aamaw5J1vBQT69offC63Zh0zPeL.jpg,"[12, 16, 10749, 10751]",13761,en,Pocahontas II: Journey to a New World,"When news of John Smith's death reaches America, Pocahontas is devastated. She sets off to London with John Rolfe, to meet with the King of England on a diplomatic mission: to create peace and respect between the two great lands. However, Governor Ratcliffe is still around; he wants to return to Jamestown and take over. He will stop at nothing to discredit the young princess.",2.183475,/yaksflTZ4x5nxcYVZiARQK2rYhX.jpg,1998-08-04,Pocahontas II: Journey to a New World,False,4.9,208,"[Adventure, Animation, Romance, Family]",1998-08-04,1998,"12, 16, 10749, 10751",1990,romance,1.0,0.0,0.0
213,213,6370,7,False,/o45YcrzLOuPmKS0hA3BuECFeATz.jpg,"[18, 35, 10749]",11104,cn,重慶森林,"Every day, Cop 223 buys a can of pineapple with an expiration date of May 1, symbolizing the day he'll get over his lost love. He's also got his eye on a mysterious woman in a blond wig, oblivious of the fact she's a drug dealer. Cop 663 is distraught with heartbreak over a breakup. But when his ex drops a spare set of his keys at a local cafe, a waitress lets herself into his apartment and spruces up his life.",2.168141,/yQUjZTzwgskqOJdr3jhwQ4yTkvb.jpg,1994-07-14,Chungking Express,False,7.8,191,"[Drama, Comedy, Romance]",1994-07-14,1994,"18, 35, 10749",1990,romance,1.0,0.0,0.0
214,214,6781,18,False,/7khVbvNAcN8hoJ8qeVg7Nra4ZBl.jpg,"[18, 10749]",9715,en,Hope Floats,"Birdee Pruitt has been humiliated on live television by her best friend, Connie, who's been sleeping with Birdee's husband, Bill. Birdee tries starting over with her daughter, Bernice, by returning to her small Texas hometown, but she's faced with petty old acquaintances who are thrilled to see Birdee unhappy -- except for her friend Justin. As he helps Birdee get back on her feet, love begins to blossom.",2.167936,/6PRFM09xjGSWpXObW87CT5JELGJ.jpg,1998-05-29,Hope Floats,False,5.7,59,"[Drama, Romance]",1998-05-29,1998,"18, 10749",1990,romance,1.0,0.0,0.0
215,215,6683,0,False,/vMRSYEA8Tb5l5e5ZjIxNM2v1ZTi.jpg,"[18, 10749]",9769,en,Lolita,Urbane professor Humbert Humbert marries a New England widow to be near her nymphet daughter.,2.16704,/OIr00PiBax9HaQu658xMyRYv0q.jpg,1997-09-27,Lolita,False,7.1,176,"[Drama, Romance]",1997-09-27,1997,"18, 10749",1990,romance,1.0,0.0,0.0
216,216,6575,12,False,/lSqopM66LR4utpdcpGXE4jTghui.jpg,"[18, 10749]",9302,en,Up Close & Personal,"Tally Atwater has a dream: to be a prime-time network newscaster. She pursues this dream with nothing but ambition, raw talent and a homemade demo tape. Warren Justice is a brilliant, hard edged, veteran newsman. He sees Tally has talent and becomes her mentor. Tally’s career takes a meteoric rise and she and Warren fall in love. The romance that results is as intense and revealing as television news itself. Yet, each breaking story, every videotaped crisis that brings them together, also threatens to drive them apart...",2.163593,/bxRJQjCsJu6j4lvphjVJ5knNebs.jpg,1996-03-01,Up Close & Personal,False,5.6,34,"[Drama, Romance]",1996-03-01,1996,"18, 10749",1990,romance,1.0,0.0,0.0
217,217,6887,4,False,/kbqVTnlSbAQPeubIfXyuOcWDKkW.jpg,"[18, 10749]",20067,en,Things You Can Tell Just by Looking at Her,"In California, a group of women struggle with personal problems as their paths intertwine in unexpected ways. Dr. Elaine Keener, the sole caretaker for her aging mother, turns to tarot card reader Christine for spiritual aid. Christine grapples with her own angst due to her lover's debilitating illness. Meanwhile, a bank manager deals with an unwanted pregnancy, two sisters pursue romantic interests and a housewife gets back into the dating game.",2.144046,/gHWFif5RVZf2PHy6JbHxkdqXYoR.jpg,1999-10-28,Things You Can Tell Just by Looking at Her,False,6.4,13,"[Drama, Romance]",1999-10-28,1999,"18, 10749",1990,romance,1.0,0.0,0.0
218,218,6576,13,False,/eHhtUoazdml8CMvzWtpunIyqrZS.jpg,"[18, 53, 10749]",884,en,Crash,"After getting into a serious car accident, a TV director discovers an underground sub-culture of scarred, omnisexual car-crash victims who use car accidents and the raw sexual energy they produce to try to rejuvenate his sex life with his wife.",2.133092,/4PDLGJsS5uVBQlYjLMZ7t85dU0P.jpg,1996-07-17,Crash,False,6.3,162,"[Drama, Thriller, Romance]",1996-07-17,1996,"18, 53, 10749",1990,romance,1.0,0.0,0.0
219,219,6685,2,False,/gn2k1VUvsrMJpsof187sEQwRMbE.jpg,"[18, 10749]",26306,en,Prefontaine,"It's the true-life story of legendary track star Steve Prefontaine, the exciting and sometimes controversial ""James Dean of Track,"" whose spirit captured the heart of the nation! Cocky, charismatic, and tough, ""Pre"" was a running rebel who defied rules, pushed limits ... and smashed records ...",2.114907,/e0VUZTs8qgvVz6uLYRnF70UXvGC.jpg,1997-01-24,Prefontaine,False,6.5,17,"[Drama, Romance]",1997-01-24,1997,"18, 10749",1990,romance,1.0,0.0,0.0
220,220,7263,0,False,/m0NEfLsC02H6AzgyvXjaYeiluQr.jpg,"[18, 10749]",59210,en,The Mother,"A grandmother has a passionate affair with a man half her age, who is also sleeping with her daughter.",6.553742,/8GV8AjbqKIN0q5vuEwYXUtk6UdM.jpg,2003-01-01,The Mother,False,6.8,14,"[Drama, Romance]",2003-01-01,2003,"18, 10749",2000,romance,1.0,0.0,0.0
221,221,7563,0,False,/2veJf7wcs1hvJGCQRFTwm37djMW.jpg,"[35, 18, 10749]",350,en,The Devil Wears Prada,The Devil Wears Prada is about a young journalist who moves to New York to work in the fashion industry. Her boss however is extremely demanding and cruel and won’t let her succeed if she doesn’t fit into the high class elegant look of their magazine when all she really wants to be a good journalist.,5.672913,/8unCRm0LeiO0fM6skWAZy3ZfXR1.jpg,2006-06-30,The Devil Wears Prada,False,7.0,2225,"[Comedy, Drama, Romance]",2006-06-30,2006,"35, 18, 10749",2000,romance,1.0,0.0,0.0
222,222,7664,1,False,/fiNnRoaM6iLryXAReMp8MYUdppT.jpg,[10749],329103,ru,Russkaya Lolita,"The action of a controversial novel ""Lolita"", of the famous Russian writer Vladimir Nabokov, reset to present day Russia. A mother and her daughter are running short of money and are thankful that they could rent a room to a writer. The mother is lonely and the daughter is coming of age. The mother immediately gets in love with him, which causing to the daughter a terrible jealousy. And then the daughter chooses the most unfailing weapon - she tries to discourage him from her mother. She tries to get his attention by parading around without panties, asking his help with her shower, and rubbing up against him and flashing him whenever her mother is not looking. She is even trying to convince her mom, that since she is becoming a woman, that he should teach her some of the finer points of love. Could the grown man resist the charms of a 14 year-old nymphet?",5.343304,/tXQa4fpOj8ab79ByTd4sGAqz36o.jpg,2007-01-03,Russian Lolita,False,2.4,32,[Romance],2007-01-03,2007,10749,2000,romance,1.0,0.0,0.0
